"TIME","GEO","INDIC_IS","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2005","Latvia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","4",""
"2005","Latvia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","2",""
"2005","Lithuania","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","2",""
"2005","Lithuania","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","1",""
"2005","Luxembourg","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","26",""
"2005","Luxembourg","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","31",""
"2005","Hungary","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","9",""
"2005","Hungary","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","3",""
"2005","Malta","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","10",""
"2005","Malta","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","15",""
"2005","Netherlands","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","34",""
"2005","Netherlands","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","29",""
"2005","Austria","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","21",""
"2005","Austria","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","15",""
"2005","Poland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","10",""
"2005","Poland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","2",""
"2005","Portugal","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","5",""
"2005","Portugal","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":","u"
"2005","Romania","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2005","Romania","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2005","Slovenia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":","u"
"2005","Slovenia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":","u"
"2005","Slovakia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","8",""
"2005","Slovakia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","5",""
"2005","Finland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","28",""
"2005","Finland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","23",""
"2005","Sweden","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","44",""
"2005","Sweden","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","34",""
"2005","Iceland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2005","Iceland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","26",""
"2005","Norway","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","45",""
"2005","Norway","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","32",""
"2005","Switzerland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2005","Switzerland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2005","United Kingdom","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","33",""
"2005","United Kingdom","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","41",""
"2005","North Macedonia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2005","North Macedonia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2005","Serbia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2005","Serbia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2005","Turkey","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2005","Turkey","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2006","Belgium","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","14",""
"2006","Belgium","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","11",""
"2006","Bulgaria","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","3",""
"2006","Bulgaria","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","1",""
"2006","Czechia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","10",""
"2006","Czechia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","4",""
"2006","Denmark","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","36",""
"2006","Denmark","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","26",""
"2006","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","39",""
"2006","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","35",""
"2006","Estonia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","4",""
"2006","Estonia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","5",""
"2006","Ireland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","31",""
"2006","Ireland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","14",""
"2006","Greece","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","5",""
"2006","Greece","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","2",""
"2006","Spain","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","12",""
"2006","Spain","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","6",""
"2006","France","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","21",""
"2006","France","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","14",""
"2006","Croatia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2006","Croatia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2006","Italy","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","6",""
"2006","Italy","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","4",""
"2006","Cyprus","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","7",""
"2006","Cyprus","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","2",""
"2006","Latvia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","7",""
"2006","Latvia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","3",""
"2006","Lithuania","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","4",""
"2006","Lithuania","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","1",""
"2006","Luxembourg","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","31",""
"2006","Luxembourg","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","37",""
"2006","Hungary","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","7",""
"2006","Hungary","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","3",""
"2006","Malta","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","21",""
"2006","Malta","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","8",""
"2006","Netherlands","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","38",""
"2006","Netherlands","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","35",""
"2006","Austria","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","27",""
"2006","Austria","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","20",""
"2006","Poland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","15",""
"2006","Poland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","4",""
"2006","Portugal","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","6",""
"2006","Portugal","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","3",""
"2006","Romania","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","1",""
"2006","Romania","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","0","n"
"2006","Slovenia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","13",""
"2006","Slovenia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","7",""
"2006","Slovakia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","9",""
"2006","Slovakia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","6",""
"2006","Finland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","32",""
"2006","Finland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","27",""
"2006","Sweden","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","47",""
"2006","Sweden","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","37",""
"2006","Iceland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2006","Iceland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","29",""
"2006","Norway","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","52",""
"2006","Norway","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","43",""
"2006","Switzerland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2006","Switzerland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2006","United Kingdom","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","36",""
"2006","United Kingdom","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","43",""
"2006","North Macedonia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2006","North Macedonia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2006","Serbia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2006","Serbia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2006","Turkey","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2006","Turkey","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2007","Belgium","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","15",""
"2007","Belgium","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","14",""
"2007","Bulgaria","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","3",""
"2007","Bulgaria","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","1",""
"2007","Czechia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","11",""
"2007","Czechia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","7",""
"2007","Denmark","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","49",""
"2007","Denmark","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","37",""
"2007","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","42",""
"2007","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","36",""
"2007","Estonia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","7",""
"2007","Estonia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","5",""
"2007","Ireland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","34",""
"2007","Ireland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","18",""
"2007","Greece","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","7",""
"2007","Greece","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","4",""
"2007","Spain","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","16",""
"2007","Spain","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","8",""
"2007","France","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","29",""
"2007","France","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","16",""
"2007","Croatia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","7",""
"2007","Croatia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","3",""
"2007","Italy","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","7",""
"2007","Italy","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","6",""
"2007","Cyprus","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","11",""
"2007","Cyprus","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","3",""
"2007","Latvia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","8",""
"2007","Latvia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","4",""
"2007","Lithuania","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","6",""
"2007","Lithuania","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","2",""
"2007","Luxembourg","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","35",""
"2007","Luxembourg","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","40",""
"2007","Hungary","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","10",""
"2007","Hungary","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","5",""
"2007","Malta","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","16",""
"2007","Malta","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","10",""
"2007","Netherlands","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","45",""
"2007","Netherlands","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","40",""
"2007","Austria","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","32",""
"2007","Austria","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","22",""
"2007","Poland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","15",""
"2007","Poland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","8",""
"2007","Portugal","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","8",""
"2007","Portugal","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","4",""
"2007","Romania","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","2",""
"2007","Romania","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","0","n"
"2007","Slovenia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","11",""
"2007","Slovenia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","8",""
"2007","Slovakia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","11",""
"2007","Slovakia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","10",""
"2007","Finland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","37",""
"2007","Finland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","31",""
"2007","Sweden","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","45",""
"2007","Sweden","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","36",""
"2007","Iceland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2007","Iceland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","27",""
"2007","Norway","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","54",""
"2007","Norway","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","45",""
"2007","Switzerland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2007","Switzerland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2007","United Kingdom","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","43",""
"2007","United Kingdom","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","45",""
"2007","North Macedonia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2007","North Macedonia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2007","Serbia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2007","Serbia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2007","Turkey","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals",":",""
"2007","Turkey","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals",":",""
"2008","Belgium","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","15",""
"2008","Belgium","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","13",""
"2008","Bulgaria","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","3",""
"2008","Bulgaria","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","0","n"
"2008","Czechia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","16",""
"2008","Czechia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","12",""
"2008","Denmark","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","53",""
"2008","Denmark","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","40",""
"2008","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","43",""
"2008","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","36",""
"2008","Estonia","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","10",""
"2008","Estonia","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","4",""
"2008","Ireland","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","40",""
"2008","Ireland","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","21",""
"2008","Greece","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","8",""
"2008","Greece","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","4",""
"2008","Spain","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","15",""
"2008","Spain","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","9",""
"2008","France","Last online purchase: in the last 3 months","Individuals living in cities","Percentage of individuals","30",""
"2008","France","Last online purchase: in the last 3 months","Individuals living in rural areas","Percentage of individuals","25",""
