"TIME","GEO","INDIC_IS","IND_TYPE","UNIT","Value","Flag and Footnotes"
"2004","Greece","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","4",""
"2004","Greece","Last online purchase: in the last 3 months","Students","Percentage of individuals","1",""
"2004","Spain","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2004","Spain","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","7",""
"2004","Spain","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","14",""
"2004","Spain","Last online purchase: in the last 3 months","Students","Percentage of individuals","7",""
"2004","France","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","France","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","France","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","France","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2004","Croatia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","Croatia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","Croatia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","Croatia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2004","Italy","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","Italy","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","Italy","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","Italy","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2004","Cyprus","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0","n"
"2004","Cyprus","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","1",""
"2004","Cyprus","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","8",""
"2004","Cyprus","Last online purchase: in the last 3 months","Students","Percentage of individuals","2",""
"2004","Latvia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2004","Latvia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","1",""
"2004","Latvia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","5",""
"2004","Latvia","Last online purchase: in the last 3 months","Students","Percentage of individuals","2",""
"2004","Lithuania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0","n"
"2004","Lithuania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","1",""
"2004","Lithuania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","1",""
"2004","Lithuania","Last online purchase: in the last 3 months","Students","Percentage of individuals","1",""
"2004","Luxembourg","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","13",""
"2004","Luxembourg","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","36",""
"2004","Luxembourg","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","53",""
"2004","Luxembourg","Last online purchase: in the last 3 months","Students","Percentage of individuals","31",""
"2004","Hungary","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2004","Hungary","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","4",""
"2004","Hungary","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","7",""
"2004","Hungary","Last online purchase: in the last 3 months","Students","Percentage of individuals","7",""
"2004","Malta","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","Malta","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","Malta","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","Malta","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2004","Netherlands","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","Netherlands","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","Netherlands","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","Netherlands","Last online purchase: in the last 3 months","Students","Percentage of individuals","23",""
"2004","Austria","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","6",""
"2004","Austria","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","13",""
"2004","Austria","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","25",""
"2004","Austria","Last online purchase: in the last 3 months","Students","Percentage of individuals","19",""
"2004","Poland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2004","Poland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","2",""
"2004","Poland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","11",""
"2004","Poland","Last online purchase: in the last 3 months","Students","Percentage of individuals","7",""
"2004","Portugal","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":","u"
"2004","Portugal","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","6",""
"2004","Portugal","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","13",""
"2004","Portugal","Last online purchase: in the last 3 months","Students","Percentage of individuals","6",""
"2004","Romania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0",""
"2004","Romania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","0","n"
"2004","Romania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","1",""
"2004","Romania","Last online purchase: in the last 3 months","Students","Percentage of individuals","1",""
"2004","Slovenia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":","u"
"2004","Slovenia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":","u"
"2004","Slovenia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":","u"
"2004","Slovenia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":","u"
"2004","Slovakia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2004","Slovakia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","7",""
"2004","Slovakia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","12",""
"2004","Slovakia","Last online purchase: in the last 3 months","Students","Percentage of individuals","6",""
"2004","Finland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","15",""
"2004","Finland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","27",""
"2004","Finland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","31",""
"2004","Finland","Last online purchase: in the last 3 months","Students","Percentage of individuals","33",""
"2004","Sweden","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","20",""
"2004","Sweden","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","27",""
"2004","Sweden","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","40",""
"2004","Sweden","Last online purchase: in the last 3 months","Students","Percentage of individuals","36",""
"2004","Iceland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","16",""
"2004","Iceland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","25",""
"2004","Iceland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","41",""
"2004","Iceland","Last online purchase: in the last 3 months","Students","Percentage of individuals","25",""
"2004","Norway","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","12",""
"2004","Norway","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","30",""
"2004","Norway","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","44",""
"2004","Norway","Last online purchase: in the last 3 months","Students","Percentage of individuals","48",""
"2004","Switzerland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","Switzerland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","Switzerland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","Switzerland","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2004","United Kingdom","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","8",""
"2004","United Kingdom","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","28",""
"2004","United Kingdom","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","48",""
"2004","United Kingdom","Last online purchase: in the last 3 months","Students","Percentage of individuals","33",""
"2004","Montenegro","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","Montenegro","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","Montenegro","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","Montenegro","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2004","North Macedonia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":","u"
"2004","North Macedonia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":","u"
"2004","North Macedonia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":","u"
"2004","North Macedonia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2004","Albania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","Albania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","Albania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","Albania","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2004","Serbia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","Serbia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","Serbia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","Serbia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2004","Turkey","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0","n"
"2004","Turkey","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","1",""
"2004","Turkey","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","4",""
"2004","Turkey","Last online purchase: in the last 3 months","Students","Percentage of individuals","1",""
"2004","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","Bosnia and Herzegovina","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2004","Kosovo (under United Nations Security Council Resolution 1244/99)","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2005","Belgium","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","4",""
"2005","Belgium","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","12",""
"2005","Belgium","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","23",""
"2005","Belgium","Last online purchase: in the last 3 months","Students","Percentage of individuals","12",""
"2005","Bulgaria","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2005","Bulgaria","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2005","Bulgaria","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2005","Bulgaria","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2005","Czechia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2005","Czechia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","3",""
"2005","Czechia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","9",""
"2005","Czechia","Last online purchase: in the last 3 months","Students","Percentage of individuals","3",""
"2005","Denmark","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","18",""
"2005","Denmark","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","26",""
"2005","Denmark","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","36",""
"2005","Denmark","Last online purchase: in the last 3 months","Students","Percentage of individuals","37",""
"2005","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","22",""
"2005","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","34",""
"2005","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","43",""
"2005","Germany (until 1990 former territory of the FRG)","Last online purchase: in the last 3 months","Students","Percentage of individuals","40",""
"2005","Estonia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":","u"
"2005","Estonia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","4",""
"2005","Estonia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","6",""
"2005","Estonia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":","u"
"2005","Ireland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","5",""
"2005","Ireland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","14",""
"2005","Ireland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","34",""
"2005","Ireland","Last online purchase: in the last 3 months","Students","Percentage of individuals","15",""
"2005","Greece","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0","n"
"2005","Greece","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","2",""
"2005","Greece","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","6",""
"2005","Greece","Last online purchase: in the last 3 months","Students","Percentage of individuals","4",""
"2005","Spain","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2005","Spain","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","10",""
"2005","Spain","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","20",""
"2005","Spain","Last online purchase: in the last 3 months","Students","Percentage of individuals","9",""
"2005","France","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2005","France","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2005","France","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2005","France","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2005","Croatia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2005","Croatia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2005","Croatia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2005","Croatia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2005","Italy","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2005","Italy","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","6",""
"2005","Italy","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","12",""
"2005","Italy","Last online purchase: in the last 3 months","Students","Percentage of individuals","6",""
"2005","Cyprus","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2005","Cyprus","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","2",""
"2005","Cyprus","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","12",""
"2005","Cyprus","Last online purchase: in the last 3 months","Students","Percentage of individuals","5",""
"2005","Latvia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2005","Latvia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","3",""
"2005","Latvia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","6",""
"2005","Latvia","Last online purchase: in the last 3 months","Students","Percentage of individuals","3",""
"2005","Lithuania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2005","Lithuania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","1",""
"2005","Lithuania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","4",""
"2005","Lithuania","Last online purchase: in the last 3 months","Students","Percentage of individuals","3",""
"2005","Luxembourg","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","17",""
"2005","Luxembourg","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","35",""
"2005","Luxembourg","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","54",""
"2005","Luxembourg","Last online purchase: in the last 3 months","Students","Percentage of individuals","34",""
"2005","Hungary","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2005","Hungary","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","7",""
"2005","Hungary","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","14",""
"2005","Hungary","Last online purchase: in the last 3 months","Students","Percentage of individuals","6",""
"2005","Malta","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","4",""
"2005","Malta","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","19",""
"2005","Malta","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","31",""
"2005","Malta","Last online purchase: in the last 3 months","Students","Percentage of individuals","17",""
"2005","Netherlands","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","17",""
"2005","Netherlands","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","35",""
"2005","Netherlands","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","46",""
"2005","Netherlands","Last online purchase: in the last 3 months","Students","Percentage of individuals","31",""
"2005","Austria","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","9",""
"2005","Austria","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","20",""
"2005","Austria","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","30",""
"2005","Austria","Last online purchase: in the last 3 months","Students","Percentage of individuals","31",""
"2005","Poland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2005","Poland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","4",""
"2005","Poland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","15",""
"2005","Poland","Last online purchase: in the last 3 months","Students","Percentage of individuals","11",""
"2005","Portugal","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","1",""
"2005","Portugal","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","9",""
"2005","Portugal","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","17",""
"2005","Portugal","Last online purchase: in the last 3 months","Students","Percentage of individuals","7",""
"2005","Romania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2005","Romania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2005","Romania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2005","Romania","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2005","Slovenia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":","u"
"2005","Slovenia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":","u"
"2005","Slovenia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":","u"
"2005","Slovenia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":","u"
"2005","Slovakia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","2",""
"2005","Slovakia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","6",""
"2005","Slovakia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","14",""
"2005","Slovakia","Last online purchase: in the last 3 months","Students","Percentage of individuals","7",""
"2005","Finland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","16",""
"2005","Finland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","25",""
"2005","Finland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","36",""
"2005","Finland","Last online purchase: in the last 3 months","Students","Percentage of individuals","36",""
"2005","Sweden","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","22",""
"2005","Sweden","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","35",""
"2005","Sweden","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","50",""
"2005","Sweden","Last online purchase: in the last 3 months","Students","Percentage of individuals","39",""
"2005","Iceland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","16",""
"2005","Iceland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","28",""
"2005","Iceland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","46",""
"2005","Iceland","Last online purchase: in the last 3 months","Students","Percentage of individuals","29",""
"2005","Norway","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","18",""
"2005","Norway","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","32",""
"2005","Norway","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","47",""
"2005","Norway","Last online purchase: in the last 3 months","Students","Percentage of individuals","45",""
"2005","Switzerland","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2005","Switzerland","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2005","Switzerland","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2005","Switzerland","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2005","United Kingdom","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","11",""
"2005","United Kingdom","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","36",""
"2005","United Kingdom","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","59",""
"2005","United Kingdom","Last online purchase: in the last 3 months","Students","Percentage of individuals","49",""
"2005","Montenegro","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2005","Montenegro","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2005","Montenegro","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2005","Montenegro","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2005","North Macedonia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2005","North Macedonia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2005","North Macedonia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2005","North Macedonia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2005","Albania","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2005","Albania","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2005","Albania","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2005","Albania","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2005","Serbia","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals",":",""
"2005","Serbia","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals",":",""
"2005","Serbia","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals",":",""
"2005","Serbia","Last online purchase: in the last 3 months","Students","Percentage of individuals",":",""
"2005","Turkey","Last online purchase: in the last 3 months","Individuals with no or low formal education","Percentage of individuals","0","n"
"2005","Turkey","Last online purchase: in the last 3 months","Individuals with medium formal education","Percentage of individuals","1",""
"2005","Turkey","Last online purchase: in the last 3 months","Individuals with high formal education","Percentage of individuals","6",""
"2005","Turkey","Last online purchase: in the last 3 months","Students","Percentage of individuals","2",""
